Total story drift angle (rad),Force in the actuator (kN)
0.000000,0.000000
0.002145,235.985601
0.004232,465.500195
0.006202,682.250217
0.008003,880.292121
0.009584,1054.195361
0.010902,1199.191303
0.011921,1311.303984
0.012613,1387.459140
0.012960,1425.568506
0.012951,1424.587078
0.012587,1384.541767
0.011878,1306.530663
0.010843,1192.692925
0.009510,1046.150119
0.007917,870.920626
0.006107,671.809446
0.004130,454.276447
0.002039,224.286644
-0.000108,-11.853367
-0.002252,-247.668344
-0.004334,-476.691959
-0.006297,-692.644110
-0.008087,-889.603131
-0.009656,-1062.168169
-0.010960,-1205.607284
-0.011964,-1315.987205
-0.012639,-1390.281182
-0.012968,-1426.451984
-0.012941,-1423.507766
-0.012559,-1381.529261
-0.011833,-1301.667571
-0.010783,-1186.112598
-0.009437,-1038.032997
-0.007832,-861.489290
-0.006012,-661.322515
-0.004027,-443.021485
-0.001932,-212.572276
0.000216,23.705919
0.002358,259.334070
0.004435,487.850970
0.006391,702.990413
0.008171,898.853017
0.009728,1070.067995
0.011018,1211.940429
0.012005,1320.580005
0.012664,1393.007697
0.012975,1427.237451
0.012930,1422.330646
0.012531,1378.421832
0.011788,1296.715041
0.010722,1179.450772
0.009362,1029.844552
0.007745,851.998761
0.005916,650.790145
0.003925,431.736083
0.001826,200.843302
-0.000323,-35.556843
-0.002463,-270.981977
-0.004536,-498.976461
-0.006484,-713.288412
-0.008255,-908.041142
-0.009799,-1077.894298
-0.011074,-1218.190301
-0.012046,-1325.082068
-0.012688,-1395.638499
-0.012981,-1427.924852
-0.012919,-1421.055797
-0.012502,-1375.219691
-0.011742,-1291.673415
-0.010661,-1172.707908
-0.009287,-1021.585346
-0.007659,-842.449692
-0.005820,-640.213059
-0.003822,-420.421017
-0.001719,-189.100528
0.000862,94.810647
0.005138,565.222529
0.009274,1020.135333
0.013155,1437.643379
0.016676,1448.808377
0.019739,1458.464386
0.022261,1466.334212
0.024173,1472.189638
0.025421,1475.857687
0.025973,1477.225360
0.025812,1459.563693
0.024944,1364.043195
0.023392,1193.283152
0.021198,951.966010
0.018423,646.708973
0.015143,285.882554
0.011447,-120.618954
0.007438,-561.648794
0.003224,-1025.113399
-0.001077,-1390.541840
-0.005349,-1404.187305
-0.009475,-1417.348696
-0.013341,-1429.652697
-0.016841,-1440.749501
-0.019879,-1450.322406
-0.022372,-1458.096496
-0.024251,-1463.846179
-0.025466,-1467.401379
-0.025982,-1468.652190
-0.025786,-1447.068180
-0.024882,-1347.705959
-0.023297,-1173.290159
-0.021072,-928.603469
-0.018270,-620.355492
-0.014967,-256.998755
-0.011253,151.503065
-0.007231,593.948358
-0.003010,1058.204746
0.001293,1382.649671
0.005560,1396.280046
0.009675,1409.407279
0.013525,1421.658990
0.017004,1432.686807
0.020017,1442.175919
0.022481,1449.853707
0.024328,1455.497222
0.025508,1458.939296
0.025989,1460.073128
0.025757,1434.568259
0.024819,1331.371143
0.023200,1153.311569
0.020945,905.272144
0.018116,594.054406
0.014790,228.192317
0.011059,-182.281746
0.007024,-626.112093
0.002796,-1091.128364
-0.001508,-1374.757208
-0.005771,-1388.371526
-0.009875,-1401.463668
-0.013709,-1413.662216
-0.017167,-1424.620258
-0.020154,-1434.024893
-0.022588,-1441.605822
-0.024403,-1447.142749
-0.025549,-1450.471430
-0.025994,-1451.488174
-0.025727,-1422.064197
-0.024754,-1315.039276
-0.023102,-1133.348164
-0.020817,-881.973046
-0.017961,-567.806931
-0.014612,-199.464629
-0.010863,212.953474
-0.006816,658.138378
-0.002582,1123.882582
0.002584,1369.707160
0.008971,1390.329485
0.015111,1410.140050
0.020837,1428.583211
0.025992,1445.140818
0.030434,1459.346427
0.034041,1470.798087
0.036715,1479.169364
0.038382,1484.218293
0.038997,1485.794010
0.038542,1435.782416
0.037031,1269.514358
0.034504,991.549106
0.031031,609.508800
0.026707,133.869441
0.021650,-422.326370
0.016000,-1043.827077
0.009912,-1320.773274
0.003551,-1341.310310
-0.002907,-1362.168687
-0.009285,-1382.764028
-0.015409,-1402.519168
-0.021110,-1420.879983
-0.026232,-1437.330581
-0.030635,-1451.407452
-0.034198,-1462.712176
-0.036823,-1470.922348
-0.038438,-1475.800420
-0.039000,-1477.200214
-0.038492,-1421.316428
-0.036928,-1249.329118
-0.034352,-965.954382
-0.030834,-578.962695
-0.026470,-98.965831
-0.021381,460.874120
-0.015705,1085.205678
-0.009599,1313.203535
-0.003229,1333.770446
0.003229,1354.629554
0.009599,1375.196465
0.015705,1394.894792
0.021381,1413.171968
0.026470,1429.514396
0.030834,1443.461532
0.034352,1454.618512
0.036928,1462.666983
0.038492,1467.373832
0.039000,1468.597575
0.038438,1406.845437
0.036823,1229.150692
0.034198,940.385943
0.030635,548.469465
0.026232,64.148077
0.021110,-499.297549
0.015409,-1126.417059
0.009285,-1305.635972
0.002907,-1326.231313
-0.003551,-1347.089690
-0.009912,-1367.626726
-0.016000,-1387.266855
-0.021650,-1405.459105
-0.026707,-1421.692209
-0.031031,-1435.508619
-0.034504,-1446.517058
-0.037031,-1454.403245
-0.038542,-1458.938517
-0.038997,-1459.986094
-0.038382,-1392.369846
-0.036715,-1208.979876
-0.034041,-914.844955
-0.030434,-518.030615
-0.025992,-29.417980
-0.020837,537.594606
-0.015111,1167.458980
-0.008971,1298.070515
-0.002584,1318.692840
0.005164,1343.809248
0.013632,1371.301130
0.021726,1397.559453
0.029225,1421.851769
0.035922,1443.499537
0.041634,1461.896733
0.046204,1476.526470
0.049508,1486.975166
0.051454,1492.943891
0.051989,1494.256559
0.051098,1396.288944
0.048806,1144.192150
0.045176,744.878973
0.040307,209.299057
0.034333,-447.861355
0.027418,-1208.582138
0.019750,-1254.348654
0.011541,-1280.985709
0.003016,-1308.667114
-0.005593,-1336.621397
-0.014047,-1364.069603
-0.022117,-1390.246653
-0.029580,-1414.422326
-0.036232,-1435.921281
-0.041891,-1454.141575
-0.046401,-1468.571170
-0.049638,-1478.801974
-0.051514,-1484.541031
-0.051978,-1485.618552
-0.051017,-1379.845051
-0.048656,-1120.188745
-0.044961,-713.769721
-0.040034,-171.732476
-0.034008,491.059682
-0.027050,1222.107878
-0.019351,1247.064071
-0.011120,1273.771307
-0.002585,1301.484827
0.006021,1329.432278
0.014462,1356.834891
0.022506,1382.928838
0.029934,1406.986177
0.036540,1428.334810
0.042145,1446.376918
0.046594,1460.605349
0.049765,1470.617527
0.051571,1476.126490
0.051964,1476.968760
0.050931,1363.396640
0.048502,1096.198663
0.044743,682.701718
0.039757,134.244386
0.033681,-534.133977
0.026681,-1214.723103
0.018950,-1239.783874
0.010699,-1266.559427
0.002155,-1294.303127
-0.006449,-1322.241794
-0.014876,-1349.596899
-0.022894,-1375.605919
-0.030285,-1399.543239
-0.036846,-1420.740054
-0.042396,-1438.602706
-0.046783,-1452.628964
-0.049888,-1462.421796
-0.051625,-1467.700255
-0.051946,-1468.307185
-0.050843,-1346.944250
-0.048345,-1072.222961
-0.044522,-651.676506
-0.039478,-96.836772
-0.033352,577.081872
-0.026310,1207.344377
-0.018548,1232.507975
-0.010277,1259.349973
-0.001724,1287.121915
0.008595,1320.722863
0.019110,1354.968166
0.029101,1387.484202
0.038293,1417.366926
0.046436,1443.784504
0.053305,1466.000118
0.058712,1483.392173
0.062510,1495.471344
0.064593,1501.893990
0.064906,1502.471577
0.063438,1341.039812
0.060231,988.257657
0.055372,453.798821
0.048995,-247.681196
0.041275,-1096.946972
0.032422,-1178.572965
0.022681,-1210.266987
0.012317,-1244.013389
0.001616,-1278.874389
-0.009129,-1313.881640
-0.019624,-1348.062787
-0.029581,-1380.468126
-0.038727,-1410.196648
-0.046811,-1436.420746
-0.053611,-1458.408909
-0.058942,-1475.545779
-0.062656,-1487.349027
-0.064651,-1493.482578
-0.064874,-1493.765829
-0.063319,-1322.617060
-0.060026,-960.478600
-0.055088,-417.280718
-0.048639,292.081449
-0.040857,1142.588406
-0.031954,1171.515026
-0.022175,1203.333172
-0.011788,1237.157937
-0.001078,1272.049389
0.009662,1307.038348
0.020137,1341.152959
0.030060,1373.445343
0.039159,1403.017589
0.047183,1429.046374
0.053914,1450.805544
0.059167,1467.686020
0.062797,1479.212503
0.064705,1485.056508
0.064839,1485.045370
0.063195,1304.191357
0.059818,932.721474
0.054800,380.821870
0.048280,-336.373707
0.040437,-1135.373251
0.031484,-1164.464333
0.021668,-1196.404386
0.011258,-1230.305157
0.000539,-1265.224633
-0.010195,-1300.192865
-0.020649,-1334.238565
-0.030537,-1366.415744
-0.039587,-1395.829651
-0.047552,-1421.661304
-0.054213,-1443.189955
-0.059388,-1459.812845
-0.062934,-1471.061740
-0.064754,-1476.615766
-0.064799,-1476.310210
-0.063066,-1285.763379
-0.059605,-904.987597
-0.054509,-344.424192
-0.047918,380.555517
-0.040013,1128.167264
-0.031011,1157.420779
-0.021159,1189.480512
-0.010727,1223.454930
-0.000000,1258.400000
