Total story drift angle (rad),Force in the actuator (kN)
0.000000,0.000000
0.001238,129.957106
0.002441,256.350632
0.003578,375.714717
0.004617,484.776255
0.005529,580.544648
0.006289,660.393812
0.006877,722.134187
0.007277,764.072778
0.007477,785.059579
0.007472,784.519108
0.007262,762.466183
0.006852,719.505522
0.006255,656.815160
0.005487,576.114139
0.004568,479.615379
0.003523,369.964992
0.002383,250.169722
0.001176,123.514498
-0.000062,-6.527641
-0.001299,-136.390784
-0.002500,-262.513929
-0.003633,-381.438627
-0.004666,-489.903822
-0.005571,-584.935268
-0.006323,-663.927088
-0.006902,-724.713234
-0.007292,-765.626874
-0.007481,-785.546110
-0.007466,-783.924731
-0.007246,-760.807198
-0.006827,-716.827421
-0.006221,-653.191378
-0.005444,-571.644046
-0.004518,-474.421549
-0.003468,-364.189846
-0.002324,-243.971622
-0.001115,-117.063404
0.000124,13.054833
0.001360,142.815091
0.002559,268.659188
0.003687,387.136329
0.004714,494.997728
0.005612,589.285697
0.006356,667.414747
0.006926,727.242485
0.007306,767.128365
0.007486,785.978666
0.007460,783.276492
0.007229,759.095939
0.006801,714.100066
0.006186,649.522716
0.005401,567.134675
0.004469,469.195122
0.003413,358.389678
0.002264,237.756759
0.001053,110.604266
-0.000186,-19.581129
-0.001421,-149.229585
-0.002617,-274.785988
-0.003741,-392.807430
-0.004762,-500.057622
-0.005653,-593.595636
-0.006389,-670.856547
-0.006950,-729.721768
-0.007320,-768.577146
-0.007489,-786.357218
-0.007453,-782.574434
-0.007213,-757.332522
-0.006775,-711.323646
-0.006151,-645.809425
-0.005358,-562.586336
-0.004418,-463.936456
-0.003358,-352.564884
-0.002205,-231.525560
-0.000992,-104.137529
0.000497,52.212157
0.002964,311.267651
0.005350,561.787814
0.007590,791.709203
0.009621,797.857760
0.011388,803.175317
0.012843,807.509225
0.013946,810.733804
0.014666,812.753796
0.014984,813.506973
0.014892,803.780705
0.014391,751.177634
0.013495,657.140198
0.012230,524.247016
0.010629,356.142179
0.008736,157.435322
0.006604,-66.424774
0.004291,-309.299598
0.001860,-564.529232
-0.000622,-765.770419
-0.003086,-773.284967
-0.005466,-780.532936
-0.007697,-787.308740
