e_true,Sigma_true
0.000000,0.000000
0.001151,70.972986
0.002246,138.493149
0.003231,199.275649
0.004060,250.363428
0.004691,289.271077
0.005094,314.105745
0.005249,323.659231
0.005148,317.466761
0.004797,295.829595
0.004213,259.800379
0.003424,211.131927
0.002468,152.191948
0.001392,85.847861
0.000249,15.327293
-0.000907,-55.938945
-0.002019,-124.483764
-0.003032,-186.972473
-0.003898,-240.365009
-0.004574,-282.063834
-0.005028,-310.040311
-0.005237,-322.933388
-0.005191,-320.115820
-0.004893,-301.724682
-0.004357,-268.654698
-0.003608,-222.514716
-0.002685,-165.549438
-0.001630,-100.530213
-0.000497,-30.620213
0.000661,40.779455
0.001787,110.195209
0.002826,174.249989
0.003727,229.827542
0.004447,274.224031
0.004950,305.279575
0.005213,321.483329
0.005222,322.046983
0.004977,306.943116
0.004490,276.906527
0.003785,233.398491
0.002895,178.535665
0.001865,114.987114
0.000743,45.844463
-0.000414,-25.528512
-0.001551,-95.659529
-0.002613,-161.136730
-0.003548,-218.774661
-0.004310,-265.769248
-0.004862,-299.834215
-0.005178,-319.312306
-0.005242,-323.255918
-0.005051,-311.473194
-0.004614,-284.537361
-0.003953,-243.758842
-0.003099,-191.121504
-0.002095,-129.186143
-0.000989,-60.965902
0.000331,20.440636
0.002624,161.818643
0.004789,295.324206
0.006721,414.462304
0.008326,450.112427
0.009526,458.991946
0.010262,464.442045
0.010500,466.197579
0.010226,449.327266
0.009455,401.777925
0.008224,325.862822
0.006593,225.275214
0.004641,104.908666
0.002463,-29.381013
0.000166,-171.060657
-0.002140,-313.237580
-0.004341,-420.625518
-0.006332,-435.353497
-0.008014,-447.802062
-0.009306,-457.365594
-0.010146,-463.578828
-0.010492,-466.139493
-0.010327,-456.002147
-0.009661,-414.881766
-0.008524,-344.778848
-0.006972,-249.103886
-0.005082,-132.511447
-0.002944,-0.673732
-0.000663,139.995383
0.001651,282.652372
0.003884,417.240087
0.005928,432.366443
0.007684,445.358705
0.009066,455.584803
0.010006,462.547238
0.010460,465.907290
0.010406,462.525647
0.009845,427.926443
0.008805,363.792923
0.007336,273.245170
0.005511,160.688313
0.003418,31.598222
0.001158,-107.744897
-0.001158,-250.562028
-0.003418,-389.905146
-0.005511,-429.281013
-0.007336,-442.787836
-0.008805,-453.653566
-0.009845,-461.349589
-0.010406,-465.501493
-0.010460,-465.907290
-0.010006,-437.906856
-0.009066,-379.886561
-0.007684,-294.669080
-0.005928,-186.400227
-0.003884,-60.347260
-0.001651,77.357369
0.000994,240.444807
0.004416,421.175402
0.007622,444.906191
0.010458,465.892830
0.012786,483.114323
0.014491,495.732848
0.015491,503.134517
0.015738,504.959239
0.015219,472.950934
0.013959,395.285505
0.012021,275.741357
0.009497,120.134291
0.006512,-63.965441
0.003210,-267.601423
-0.000249,-390.339887
-0.003695,-415.842222
-0.006961,-440.014365
-0.009889,-461.680343
-0.012336,-479.786113
-0.014183,-493.450831
-0.015339,-502.009713
-0.015750,-505.046369
-0.015394,-483.102193
-0.014289,-414.975950
-0.012489,-303.981969
-0.010082,-155.520083
-0.007184,23.187065
-0.003936,223.445409
-0.000497,384.820686
0.002966,410.447725
0.006285,435.007012
0.009298,457.303741
0.011859,476.253183
0.013842,490.933450
0.015153,500.630350
0.015726,504.872131
0.015534,493.041296
0.014587,434.607020
0.012929,332.412121
0.010643,191.428359
0.007839,18.514566
0.004654,-177.917036
0.001242,-379.309736
-0.002230,-405.004007
-0.005594,-429.895361
-0.008686,-452.772839
-0.011355,-472.523457
-0.013471,-488.186350
-0.014932,-498.999522
-0.015667,-504.436914
-0.015640,-502.745952
-0.014851,-454.134690
-0.013341,-360.968058
-0.011181,-227.778591
-0.008477,-61.045933
-0.005361,131.118407
-0.001984,339.365672
0.001986,403.197702
0.006521,436.754502
0.010738,467.963730
0.014433,495.307064
0.017426,517.454255
0.019571,533.327847
0.020764,542.155594
0.020947,543.508026
0.020111,491.935717
0.018296,380.029811
0.015591,213.234508
0.012128,-0.335633
0.008075,-250.290469
0.003628,-361.649306
-0.000994,-395.857101
-0.005569,-429.706973
-0.009872,-461.552135
-0.013695,-489.843325
-0.016852,-513.204182
-0.019189,-530.498206
-0.020592,-540.884045
-0.020994,-543.856431
-0.020374,-505.642486
-0.018764,-406.303813
-0.016240,-250.673219
-0.012926,-46.322102
-0.008983,196.807897
-0.004604,354.432967
-0.000000,388.500000
