e_true,Sigma_true
1.04E-06,0.079078224
2.07E-06,-0.042186106
1.80E-06,0.013011379
-9.13E-08,-0.023641668
1.20E-06,0.022288387
2.56E-07,-0.032808152
0.000237226,51.81855554
0.000474306,103.374944
0.000712454,155.0028174
0.00095044,206.5737419
0.001210055,258.5985963
0.001240702,263.7598632
0.001608614,309.4857461
0.002262867,361.783523
0.002279616,361.8226945
0.00334146,350.1726619
0.004970473,354.3015091
0.009511592,357.4852068
0.019975565,412.523434
0.020532061,423.4970823
0.028229498,458.1083793
0.040614639,500.0825407
0.055103944,536.0270872
0.067914174,560.2400396
0.084601293,584.2583221
0.106429678,608.0732988
0.124614416,623.3894572
