e_true,Sigma_true
-5.36E-06,0.006943222
-6.30E-06,-0.056842091
-5.84E-06,0.011105577
-5.81E-06,-0.020119032
-6.45E-06,0.034949585
-6.07E-06,-0.032553569
-4.18E-06,0.007224234
-6.14E-06,-0.021677978
0.00021467,46.78380207
0.000441032,93.81525268
0.000663938,140.3530501
0.000885767,187.4305974
0.001112355,233.9034523
0.00128731,267.2840774
0.001380112,281.734452
0.001915936,327.7827801
0.002669938,337.7939981
0.002760207,337.9094953
0.003342591,336.8788825
0.004689037,339.3635896
0.006045672,336.9845985
0.009987044,362.2527682
0.010003209,362.3115891
0.008935125,135.2088838
0.007721279,-56.78441405
0.006735172,-147.6733929
0.005375101,-217.4583028
0.00313277,-282.2158712
0.001740897,-308.819388
5.55E-07,-334.163157
-0.002055572,-356.8287545
-0.004163067,-375.1729022
-0.006817633,-393.1864338
-0.009965252,-410.4006457
-0.009995813,-410.55317
-0.007715053,17.95693125
-0.006816287,127.0970406
-0.005816162,202.4618911
-0.004411252,263.4588135
-0.002407549,312.8778705
0.000296514,352.8107261
0.003845135,386.2572233
0.006619905,404.6108838
0.010012324,421.7237741
0.014014603,437.6638774
0.019972294,457.3556732
0.020518146,468.0912444
0.032853211,504.8109235
0.047456135,537.0077014
0.064116444,564.3014574
0.082729363,587.4278141
0.104954663,608.4564156
0.12457857,623.0703778
