e_true,Sigma_true
0.000000,0.000000
0.000822,50.694990
0.001604,98.923678
0.002308,142.339749
0.002900,178.831020
0.003351,206.622198
0.003638,224.361246
0.003749,231.185165
0.003677,226.761972
0.003427,211.306854
0.003009,185.571700
0.002446,150.808519
0.001763,108.708534
0.000994,61.319901
0.000178,10.948066
-0.000648,-39.956389
-0.001442,-88.916974
-0.002166,-133.551766
-0.002784,-171.689292
-0.003267,-201.474167
-0.003591,-221.457365
-0.003741,-230.666706
-0.003708,-228.654157
-0.003495,-215.517630
-0.003112,-191.896213
-0.002577,-158.939083
-0.001918,-118.249599
-0.001164,-71.807295
-0.000355,-21.871581
0.000472,29.128182
0.001276,78.710864
0.002018,124.464278
0.002662,164.162530
0.003176,195.874308
0.003536,218.056839
0.003724,229.630949
0.003730,230.033559
0.003555,219.245083
0.003207,197.790376
0.002703,166.713208
0.002068,127.525475
0.001332,82.133653
0.000531,32.746045
-0.000296,-18.234651
-0.001108,-68.328235
-0.001866,-115.097664
-0.002534,-156.267615
-0.003078,-189.835177
-0.003473,-214.167296
-0.003699,-228.080219
-0.003744,-230.897084
-0.003608,-222.480853
-0.003296,-203.240972
-0.002823,-174.113459
-0.002214,-136.515360
-0.001496,-92.275816
-0.000706,-43.547073
0.000237,14.600454
0.001874,115.584745
0.003421,210.945861
0.004801,296.044503
0.005947,321.508877
0.006804,327.851390
0.007330,331.744318
0.007500,332.998271
0.007304,320.948047
0.006754,286.984232
0.005874,232.759159
0.004709,160.910867
0.003315,74.934761
0.001759,-20.986438
0.000118,-122.186184
-0.001528,-223.741128
-0.003101,-300.446799
-0.004523,-310.966783
-0.005724,-319.858616
-0.006647,-326.689710
-0.007247,-331.127734
-0.007494,-332.956780
-0.007377,-325.715819
-0.006900,-296.344119
-0.006088,-246.270606
-0.004980,-177.931347
-0.003630,-94.651034
-0.002103,-0.481237
-0.000473,99.996702
0.001179,201.894552
0.002774,298.028633
0.004234,308.833173
0.005488,318.113361
0.006475,325.417716
0.007147,330.390884
0.007472,332.790922
0.007433,330.375462
0.007032,305.661745
0.006289,259.852088
0.005240,195.175121
0.003936,114.777367
0.002441,22.570159
0.000827,-76.960640
-0.000827,-178.972877
-0.002441,-278.503676
-0.003936,-306.629295
-0.005240,-316.277026
-0.006289,-324.038262
-0.007032,-329.535420
-0.007433,-332.501067
-0.007472,-332.790922
-0.007147,-312.790612
-0.006475,-271.347544
-0.005488,-210.477915
-0.004234,-133.143019
-0.002774,-43.105186
-0.001179,55.255264
0.000710,171.746290
0.003154,300.839573
0.005445,317.790136
0.007470,332.780593
0.009133,345.081659
0.010351,354.094892
0.011065,359.381798
0.011241,360.685171
0.010870,337.822096
0.009971,282.346789
0.008586,196.958112
0.006784,85.810208
0.004651,-45.689600
0.002293,-191.143874
-0.000178,-278.814205
-0.002639,-297.030159
-0.004972,-314.295975
-0.007064,-329.771674
-0.008811,-342.704366
-0.010130,-352.464879
-0.010957,-358.578366
-0.011250,-360.747407
-0.010995,-345.072995
-0.010206,-296.411393
-0.008921,-217.129978
-0.007201,-111.085774
-0.005131,16.562189
-0.002812,159.603863
-0.000355,274.871918
0.002119,293.176946
0.004489,310.719294
0.006641,326.645530
0.008470,340.180845
0.009887,350.666750
0.010823,357.593107
0.011233,360.622950
0.011096,352.172354
0.010419,310.433586
0.009235,237.437229
0.007602,136.734542
0.005599,13.224690
0.003324,-127.083597
0.000887,-270.935526
-0.001593,-289.288576
-0.003996,-307.068115
-0.006204,-323.409171
-0.008110,-337.516755
-0.009622,-348.704535
-0.010666,-356.428230
-0.011191,-360.312081
-0.011171,-359.104251
-0.010608,-324.381922
-0.009529,-257.834327
-0.007986,-162.698994
-0.006055,-43.604238
-0.003829,93.656005
-0.001417,242.404051
0.001419,287.998359
0.004658,311.967502
0.007670,334.259807
0.010310,353.790760
0.012447,369.610182
0.013980,380.948462
0.014832,387.253996
0.014962,388.220019
0.014365,351.382655
0.013069,271.449865
0.011137,152.310363
0.008663,-0.239738
0.005768,-178.778907
0.002592,-258.320933
-0.000710,-282.755072
-0.003978,-306.933552
-0.007051,-329.680096
-0.009782,-349.888089
-0.012037,-366.574416
-0.013706,-378.927290
-0.014709,-386.345747
-0.014996,-388.468879
-0.014553,-361.173204
-0.013403,-290.217009
-0.011600,-179.052300
-0.009233,-33.087216
-0.006417,140.577069
-0.003288,253.166405
-0.000000,277.500000
