e_true,Sigma_true
-7.39E-07,0.023455111
-3.50E-07,-0.029285353
-5.64E-07,0.002429212
-3.97E-07,-0.020378018
-6.50E-07,0.004839023
-3.95E-07,-0.01179785
-9.18E-07,0.009668603
1.31E-06,-0.019119059
-3.66E-07,0.029145058
5.83E-07,-0.031494033
0.000213651,45.58764097
0.000429426,91.59922844
0.000642709,137.1720777
0.000852749,182.7399987
0.001078752,228.7716026
0.001185909,249.9302165
0.001340742,275.1739779
0.001767739,320.1639263
0.002041856,333.8103165
0.002344092,338.8180993
0.003198164,341.178461
0.003212469,341.1625549
0.00497622,338.9855069
0.003252562,-9.252242356
0.002475151,-113.1843784
0.001571202,-189.7948373
0.000129964,-268.4856692
-0.001433147,-322.1555813
-0.002501725,-342.1186796
-0.003300295,-343.0419406
-0.004972149,-358.093642
-0.0049866,-358.163693
-0.002896061,39.9015112
-0.002032758,135.9629011
-0.000856301,213.581471
-3.05E-05,249.7575018
0.001020118,284.5309713
0.002099701,311.8344754
0.003415749,337.0765533
0.00444894,350.7290084
0.006032169,365.3726615
0.009975281,390.9718744
0.010002881,391.0559887
0.008591175,106.5366573
0.007506742,-65.08214073
0.006508509,-163.2195257
0.005176487,-235.2723284
0.004131277,-271.0688406
0.002903544,-301.5874676
0.00143748,-328.9505577
-0.000392144,-355.0228453
-0.002268925,-375.5131274
-0.004256676,-392.0524601
-0.009966665,-423.7266357
-0.009983819,-423.9636172
-0.008261824,-80.28179872
-0.007300679,71.11278816
-0.006163743,183.5444831
-0.005435189,227.8371988
-0.004543161,265.6571821
-0.003367567,300.0311267
-0.002028522,327.4015124
-0.000240256,353.8371618
0.002038155,378.1311843
0.004357421,396.6477574
0.007101646,413.2542851
0.014978735,445.7415821
0.014992481,445.8505106
0.013253267,101.9168598
0.01196377,-93.47964454
0.010674304,-205.1967673
0.009870887,-247.3739237
0.008858511,-284.6632714
0.007549185,-318.0049407
0.005730348,-349.5732738
0.003593787,-375.465254
0.001199056,-396.7537814
-0.001455825,-415.0312983
-0.005128072,-434.562658
-0.014976684,-471.7934351
-0.012947355,-68.82069788
-0.011779726,104.1396978
-0.011047361,177.5846035
-0.010271642,231.5558258
-0.009391339,273.5777936
-0.00829925,309.3882531
-0.006847072,341.3619949
-0.005064597,367.7453688
-0.002700748,391.8363942
0.00012415,412.1645481
0.003507977,430.0694611
0.007729548,447.0564876
0.019980296,482.8428924
0.0199961,482.8890878
0.017799124,60.01251723
0.016605079,-108.60459
0.01589068,-176.2488598
0.015016298,-234.3951516
0.014009575,-279.9760059
0.012748946,-318.4308891
0.011044371,-352.9664785
0.008964642,-381.0098612
0.006404697,-404.9548754
0.003328948,-425.4945972
-0.000866673,-446.2282895
-0.005185,-462.6085168
-0.019980518,-505.9087358
-0.017896266,-91.03567155
-0.0163533,131.6556274
-0.015524655,205.8235889
-0.014637957,259.7529756
-0.013555757,304.1123964
-0.012294014,338.7405186
-0.010593178,369.5847408
-0.008440136,395.303726
-0.005690954,417.4051992
-0.002076682,437.4688502
0.006932107,469.5619557
0.019986249,501.1051131
0.02051172,511.9472316
0.023888189,521.2896874
0.024675986,523.1360354
0.025023803,521.0361802
0.025142175,507.5807897
0.024972064,464.4040323
0.023521843,185.7146408
0.021792657,-88.32343597
0.020746756,-194.287318
0.019518368,-269.7272487
0.018122363,-322.1423948
0.016890128,-353.9135753
0.014856931,-389.4725589
0.012463691,-416.9042391
0.00928284,-441.9851709
0.00529463,-463.9845102
-0.000286335,-486.1964772
-0.008317014,-510.025814
-0.023721397,-548.3722014
-0.024554336,-550.5950512
-0.024931958,-548.5452297
-0.025067399,-532.1773559
-0.0248692,-474.1895366
-0.022558739,-34.79429003
-0.021411163,128.656531
-0.02037123,225.9108552
-0.019255186,291.4601848
-0.017716873,346.8859877
-0.016370735,377.600885
-0.014264027,409.6839979
-0.011366811,437.1777354
-0.008113219,457.6629076
-0.003253426,478.3578038
0.003563456,498.9431192
0.011909307,517.9649617
0.028767589,548.9555884
0.02955157,550.2558853
0.029931544,550.2040114
0.03014814,536.952784
0.029603607,419.9076192
0.027870658,96.02255479
0.02663403,-86.2237776
0.025541395,-198.2570428
0.023850245,-296.6354111
0.022507788,-342.5238961
0.020892645,-379.7297768
0.018494217,-415.6448836
0.01609783,-439.3704844
0.012548469,-463.5332636
0.008177332,-484.2035446
0.001422323,-506.750632
-0.006995172,-528.3363236
-0.028886481,-578.5567392
-0.029715202,-580.6023561
-0.029952286,-575.0699762
-0.029898409,-496.558421
-0.027418331,-17.11769242
-0.026206459,152.588864
-0.025135179,248.9306313
-0.024026624,312.6445494
-0.022490604,367.0319037
-0.020720376,405.1287714
-0.018594887,434.177926
-0.015284165,462.1065697
-0.011188714,483.7798705
-0.006324191,501.3497002
0.000507633,519.3433727
0.010072767,538.012271
0.034736095,574.7750252
