e_true,Sigma_true
0.000000,0.000000
0.000877,54.074656
0.001711,105.518590
0.002462,151.829066
0.003093,190.753088
0.003574,220.397011
0.003881,239.318663
0.003999,246.597510
0.003922,241.879437
0.003655,225.393977
0.003210,197.943146
0.002609,160.862420
0.001880,115.955770
0.001061,65.407894
0.000189,11.677938
-0.000691,-42.620148
-0.001538,-94.844773
-0.002310,-142.455218
-0.002970,-183.135245
-0.003485,-214.905779
-0.003831,-236.221189
-0.003990,-246.044486
-0.003955,-243.897768
-0.003728,-229.885472
-0.003319,-204.689294
-0.002749,-169.535022
-0.002045,-126.132905
-0.001242,-76.594448
-0.000378,-23.329686
0.000504,31.070061
0.001361,83.958255
0.002153,132.761897
0.002840,175.106699
0.003388,208.932595
0.003772,232.593962
0.003972,244.939679
0.003979,245.369130
0.003792,233.861421
0.003421,210.976401
0.002884,177.827421
0.002206,136.027173
0.001421,87.609230
0.000566,34.929115
-0.000315,-19.450295
-0.001182,-72.883451
-0.001991,-122.770842
-0.002703,-166.685456
-0.003284,-202.490856
-0.003705,-228.445116
-0.003945,-243.285567
-0.003994,-246.290223
-0.003848,-237.312910
-0.003516,-216.790370
-0.003012,-185.721022
-0.002361,-145.616384
-0.001596,-98.427538
-0.000753,-46.450211
0.000253,15.573818
0.001999,123.290395
0.003649,225.008919
0.005121,315.780803
0.006344,342.942802
0.007258,349.708149
0.007819,353.860606
0.008000,355.198156
0.007791,342.344583
0.007204,306.116514
0.006266,248.276436
0.005023,171.638258
0.003536,79.930412
0.001877,-22.385534
0.000126,-130.331929
-0.001630,-238.657203
-0.003308,-320.476585
-0.004824,-331.697902
-0.006106,-341.182524
-0.007090,-348.469024
-0.007730,-353.202917
-0.007994,-355.153899
-0.007869,-347.430207
-0.007360,-316.100393
-0.006494,-262.688646
-0.005312,-189.793437
-0.003872,-100.961103
-0.002243,-0.513319
-0.000505,106.663149
0.001258,215.354188
0.002959,317.897209
0.004516,329.422052
0.005854,339.320918
0.006907,347.112231
0.007624,352.416943
0.007970,354.976983
0.007928,352.400493
0.007501,326.039195
0.006708,277.175561
0.005589,208.186796
0.004199,122.429191
0.002604,24.074836
0.000882,-82.091350
-0.000882,-190.904402
-0.002604,-297.070588
-0.004199,-327.071248
-0.005589,-337.362161
-0.006708,-345.640812
-0.007501,-351.504449
-0.007928,-354.667804
-0.007970,-354.976983
-0.007624,-333.643319
-0.006907,-289.437380
-0.005854,-224.509775
-0.004516,-142.019221
-0.002959,-45.978865
-0.001258,58.938948
0.000757,183.196043
0.003364,320.895544
0.005808,338.976145
0.007968,354.965966
0.009742,368.087103
0.011041,377.701218
0.011803,383.340584
0.011991,384.730849
0.011595,360.343569
0.010636,301.169908
0.009159,210.088653
0.007236,91.530889
0.004961,-48.735574
0.002446,-203.886799
-0.000189,-297.401818
-0.002815,-316.832169
-0.005304,-335.249040
-0.007535,-351.756452
-0.009399,-365.551324
-0.010806,-375.962538
-0.011687,-382.483591
-0.012000,-384.797234
-0.011729,-368.077861
-0.010887,-316.172153
-0.009515,-231.605309
-0.007681,-118.491492
-0.005473,17.666335
-0.002999,170.244121
-0.000379,293.196713
0.002260,312.722076
0.004788,331.433914
0.007084,348.421898
0.009035,362.859568
0.010547,374.044533
0.011545,381.432647
0.011982,384.664480
0.011836,375.650511
0.011114,331.129158
0.009851,253.266378
0.008109,145.850178
0.005973,14.106336
0.003546,-135.555837
0.000946,-288.997894
-0.001699,-308.574481
-0.004262,-327.539323
-0.006618,-344.969782
-0.008651,-360.017872
-0.010264,-371.951504
-0.011377,-380.190112
-0.011937,-384.332887
-0.011916,-383.044535
-0.011315,-346.007383
-0.010164,-275.023282
-0.008519,-173.545593
-0.006459,-46.511187
-0.004084,99.899739
-0.001512,258.564321
0.001513,307.198249
0.004968,332.765335
0.008182,356.543794
0.010997,377.376810
0.013277,394.250861
0.014911,406.345026
0.015820,413.070929
0.015960,414.101353
0.015322,374.808166
0.013940,289.546523
0.011879,162.464387
0.009240,-0.255721
0.006152,-190.697501
0.002765,-275.542329
-0.000757,-301.605410
-0.004243,-327.395789
-0.007521,-351.658769
-0.010434,-373.213962
-0.012840,-391.012710
-0.014620,-404.189109
-0.015689,-412.102130
-0.015996,-414.366805
-0.015523,-385.251418
-0.014296,-309.564810
-0.012373,-190.989120
-0.009848,-35.293030
-0.006844,149.948874
-0.003508,270.044165
-0.000000,296.000000
