e_true,Sigma_true
0.000000,0.000000
0.001315,81.111983
0.002567,158.277885
0.003693,227.743599
0.004640,286.129633
0.005361,330.595516
0.005821,358.977994
0.005998,369.896264
0.005884,362.819155
0.005483,338.090966
0.004815,296.914719
0.003913,241.293630
0.002821,173.933655
0.001591,98.111841
0.000284,17.516906
-0.001037,-63.930223
-0.002307,-142.267159
-0.003465,-213.682826
-0.004455,-274.702867
-0.005227,-322.358668
-0.005746,-354.331784
-0.005985,-369.066729
-0.005933,-365.846652
-0.005592,-344.828208
-0.004979,-307.033940
-0.004124,-254.302533
-0.003068,-189.199358
-0.001863,-114.891672
-0.000567,-34.994529
0.000756,46.605091
0.002042,125.937382
0.003229,199.142845
0.004259,262.660048
0.005082,313.398892
0.005658,348.890943
0.005958,367.409519
0.005968,368.053695
0.005689,350.792132
0.005132,316.464602
0.004326,266.741132
0.003309,204.040759
0.002131,131.413844
0.000850,52.393672
-0.000473,-29.175442
-0.001773,-109.325176
-0.002986,-184.156263
-0.004055,-250.028184
-0.004925,-303.736284
-0.005557,-342.667674
-0.005918,-364.928350
-0.005991,-369.435335
-0.005772,-355.969364
-0.005273,-325.185555
-0.004518,-278.581534
-0.003542,-218.424576
-0.002394,-147.641306
-0.001130,-69.675317
0.000379,23.360727
0.002999,184.935592
0.005473,337.513378
0.007681,473.671205
0.009515,514.414203
0.010887,524.562224
0.011729,530.790909
0.012000,532.797234
0.011687,513.516875
0.010806,459.174771
0.009399,372.414654
0.007535,257.457387
0.005304,119.895618
0.002815,-33.578301
0.000189,-195.497894
-0.002446,-357.985805
-0.004961,-480.714878
-0.007236,-497.546854
-0.009159,-511.773785
-0.010636,-522.703536
-0.011595,-529.804375
-0.011991,-532.730849
-0.011803,-521.145311
-0.011041,-474.150590
-0.009742,-394.032969
-0.007968,-284.690155
-0.005808,-151.441654
-0.003364,-0.769979
-0.000757,159.994723
0.001887,323.031282
0.004439,476.845813
0.006775,494.133077
0.008781,508.981377
0.010361,520.668346
0.011436,528.625415
0.011955,532.465475
0.011892,528.600740
0.011251,489.058792
0.010062,415.763341
0.008384,312.280194
0.006298,183.643787
0.003906,36.112254
0.001323,-123.137025
-0.001323,-286.356603
-0.003906,-445.605881
-0.006298,-490.606872
-0.008384,-506.043241
-0.010062,-518.461219
-0.011251,-527.256673
-0.011892,-532.001706
-0.011955,-532.465475
-0.011436,-500.464979
-0.010361,-434.156070
-0.008781,-336.764663
-0.006775,-213.028831
-0.004439,-68.968297
-0.001887,88.408422
0.001136,274.794065
0.005046,481.343317
0.008711,508.464218
0.011953,532.448948
0.014612,552.130655
0.016561,566.551826
0.017704,575.010876
0.017986,577.096273
0.017393,540.515354
0.015953,451.754863
0.013738,315.132980
0.010854,137.296333
0.007442,-73.103361
0.003668,-305.830198
-0.000284,-446.102727
-0.004223,-475.248254
-0.007956,-502.873560
-0.011302,-527.634678
-0.014098,-548.326986
-0.016209,-563.943807
-0.017530,-573.725386
-0.017999,-577.195850
-0.017593,-552.116792
-0.016330,-474.258229
-0.014273,-347.407964
-0.011522,-177.737238
-0.008210,26.499503
-0.004498,255.366181
-0.000568,439.795069
0.003390,469.083114
0.007183,497.150870
0.010626,522.632847
0.013553,544.289352
0.015820,561.066800
0.017317,572.148971
0.017973,576.996721
0.017753,563.475766
0.016670,496.693738
0.014776,379.899567
0.012164,218.775268
0.008959,21.159504
0.005319,-203.333755
0.001419,-433.496841
-0.002549,-462.861722
-0.006393,-491.308984
-0.009926,-517.454673
-0.012977,-540.026808
-0.015396,-557.927257
-0.017066,-570.285168
-0.017905,-576.499330
-0.017874,-574.566802
-0.016973,-519.011075
-0.015246,-412.534923
-0.012778,-260.318390
-0.009688,-69.766781
-0.006127,149.849608
-0.002267,387.846482
0.002270,460.797374
0.007452,499.148002
0.012272,534.815692
0.016495,566.065216
0.019916,591.376291
0.022367,609.517540
0.023731,619.606393
0.023939,621.152030
0.022984,562.212248
0.020910,434.319785
0.017819,243.696581
0.013861,-0.383581
0.009228,-286.046251
0.004147,-413.313493
-0.001136,-452.408115
-0.006364,-491.093684
-0.011282,-527.488154
-0.015651,-559.820943
-0.019259,-586.519065
-0.021930,-606.283664
-0.023534,-618.153194
-0.023993,-621.550207
-0.023285,-577.877126
-0.021444,-464.347215
-0.018560,-286.483679
-0.014773,-52.939546
-0.010267,224.923311
-0.005261,405.066248
-0.000000,444.000000
