e_true,Sigma_true
0.000000,0.000000
0.000986,60.833988
0.001925,118.708414
0.002770,170.807699
0.003480,214.597224
0.004021,247.946637
0.004366,269.233496
0.004499,277.422198
0.004413,272.114366
0.004112,253.568225
0.003611,222.686039
0.002935,180.970223
0.002115,130.450241
0.001193,73.583881
0.000213,13.137680
-0.000778,-47.947667
-0.001730,-106.700369
-0.002599,-160.262120
-0.003341,-206.027150
-0.003921,-241.769001
-0.004309,-265.748838
-0.004489,-276.800047
-0.004449,-274.384989
-0.004194,-258.621156
-0.003734,-230.275455
-0.003093,-190.726900
-0.002301,-141.899518
-0.001397,-86.168754
-0.000426,-26.245897
0.000567,34.953818
0.001532,94.453037
0.002422,149.357134
0.003195,196.995036
0.003812,235.049169
0.004243,261.668207
0.004468,275.557139
0.004476,276.040271
0.004266,263.094099
0.003849,237.348452
0.003244,200.055849
0.002482,153.030570
0.001598,98.560383
0.000637,39.295254
-0.000355,-21.881581
-0.001330,-81.993882
-0.002240,-138.117197
-0.003041,-187.521138
-0.003694,-227.802213
-0.004168,-257.000755
-0.004438,-273.696263
-0.004493,-277.076501
-0.004329,-266.977023
-0.003955,-243.889166
-0.003388,-208.936150
-0.002657,-163.818432
-0.001796,-110.730980
-0.000847,-52.256487
0.000284,17.520545
0.002249,138.701694
0.004105,253.135033
0.005761,355.253404
0.007137,385.810652
0.008165,393.421668
0.008796,398.093182
0.009000,399.597925
0.008765,385.137656
0.008104,344.381078
0.007049,279.310991
0.005651,193.093040
0.003978,89.921713
0.002111,-25.183726
0.000142,-146.623421
-0.001834,-268.489354
-0.003721,-360.536159
-0.005427,-373.160140
-0.006869,-383.830339
-0.007977,-392.027652
-0.008696,-397.353281
-0.008993,-399.548137
-0.008852,-390.858983
-0.008281,-355.612942
-0.007306,-295.524727
-0.005976,-213.517616
-0.004356,-113.581241
-0.002523,-0.577484
-0.000568,119.996043
0.001415,242.273462
0.003329,357.634360
0.005081,370.599808
0.006586,381.736033
0.007770,390.501260
0.008577,396.469061
0.008966,399.349106
0.008919,396.450555
0.008438,366.794094
0.007547,311.822506
0.006288,234.210146
0.004724,137.732840
0.002929,27.084190
0.000993,-92.352769
-0.000993,-214.767452
-0.002929,-334.204411
-0.004724,-367.955154
-0.006288,-379.532431
-0.007547,-388.845914
-0.008438,-395.442505
-0.008919,-399.001280
-0.008966,-399.349106
-0.008577,-375.348734
-0.007770,-325.617052
-0.006586,-252.573497
-0.005081,-159.771623
-0.003329,-51.726223
-0.001415,66.306317
0.000852,206.095548
0.003785,361.007487
0.006534,381.348164
0.008964,399.336711
0.010959,414.097991
0.012421,424.913870
0.013278,431.258157
0.013489,432.822205
0.013045,405.386515
0.011965,338.816147
0.010303,236.349735
0.008141,102.972250
0.005582,-54.827520
0.002751,-229.372648
-0.000213,-334.577046
-0.003167,-356.436191
-0.005967,-377.155170
-0.008476,-395.726009
-0.010574,-411.245240
-0.012156,-422.957855
-0.013148,-430.294039
-0.013500,-432.896888
-0.013195,-414.087594
-0.012248,-355.693672
-0.010705,-260.555973
-0.008641,-133.302928
-0.006157,19.874627
-0.003374,191.524636
-0.000426,329.846302
0.002542,351.812335
0.005387,372.863153
0.007970,391.974636
0.010164,408.217014
0.011865,420.800100
0.012988,429.111728
0.013479,432.747540
0.013315,422.606825
0.012503,372.520303
0.011082,284.924675
0.009123,164.081451
0.006719,15.869628
0.003989,-152.500316
0.001065,-325.122631
-0.001912,-347.146291
-0.004795,-368.481738
-0.007445,-388.091005
-0.009732,-405.020106
-0.011547,-418.445443
-0.012799,-427.713876
-0.013429,-432.374498
-0.013405,-430.925102
-0.012730,-389.258306
-0.011435,-309.401192
-0.009584,-195.238793
-0.007266,-52.325086
-0.004595,112.387206
-0.001700,290.884861
0.001702,345.598030
0.005589,374.361002
0.009204,401.111769
0.012371,424.548912
0.014937,443.532218
0.016775,457.138155
0.017798,464.704795
0.017955,465.864023
0.017238,421.659186
0.015682,325.739838
0.013364,182.772436
0.010395,-0.287686
0.006921,-214.534688
0.003110,-309.985120
-0.000852,-339.306086
-0.004773,-368.320263
-0.008462,-395.616116
-0.011739,-419.865707
-0.014444,-439.889299
-0.016448,-454.712748
-0.017651,-463.614896
-0.017995,-466.162655
-0.017464,-433.407845
-0.016083,-348.260411
-0.013920,-214.862759
-0.011079,-39.704659
-0.007700,168.692483
-0.003946,303.799686
-0.000000,333.000000
