e_true,Sigma_true
0.000000,0.000000
0.000932,57.454322
0.001818,112.113502
0.002616,161.318383
0.003287,202.675156
0.003797,234.171824
0.004123,254.276079
0.004249,262.009854
0.004168,256.996902
0.003883,239.481101
0.003411,210.314593
0.002772,170.916322
0.001998,123.203005
0.001127,69.495888
0.000201,12.407809
-0.000734,-45.283908
-0.001634,-100.772571
-0.002454,-151.358669
-0.003155,-194.581197
-0.003703,-228.337390
-0.004070,-250.985014
-0.004239,-261.422266
-0.004202,-259.141378
-0.003961,-244.253314
-0.003527,-217.482374
-0.002921,-180.130961
-0.002173,-134.016212
-0.001320,-81.381601
-0.000402,-24.787791
0.000535,33.011939
0.001447,89.205646
0.002287,141.059515
0.003017,186.050868
0.003600,221.990882
0.004008,247.131085
0.004220,260.248409
0.004228,260.704701
0.004029,248.477760
0.003635,224.162426
0.003064,188.941635
0.002344,144.528871
0.001509,93.084807
0.000602,37.112184
-0.000335,-20.665938
-0.001256,-77.438667
-0.002115,-130.444020
-0.002872,-177.103297
-0.003489,-215.146534
-0.003936,-242.722936
-0.004192,-258.490915
-0.004244,-261.683362
-0.004089,-252.144966
-0.003735,-230.339768
-0.003200,-197.328586
-0.002509,-154.717408
-0.001696,-104.579259
-0.000800,-49.353349
0.000268,16.547182
0.002124,130.996044
0.003877,239.071976
0.005441,335.517104
0.006740,364.376727
0.007711,371.564909
0.008308,375.976894
0.008500,377.398040
0.008278,363.741120
0.007654,325.248796
0.006658,263.793713
0.005337,182.365649
0.003757,84.926063
0.001994,-23.784630
0.000134,-138.477675
-0.001732,-253.573279
-0.003514,-340.506372
-0.005126,-352.429021
-0.006487,-362.506431
-0.007534,-370.248338
-0.008213,-375.278099
-0.008493,-377.351018
-0.008360,-369.144595
-0.007820,-335.856668
-0.006900,-279.106686
-0.005644,-201.655527
-0.004114,-107.271172
-0.002383,-0.545402
-0.000536,113.329596
0.001336,228.813825
0.003144,337.765784
0.004799,350.010930
0.006220,360.528476
0.007339,368.806745
0.008100,374.443002
0.008468,377.163045
0.008424,374.425524
0.007969,346.416645
0.007127,294.499033
0.005939,221.198471
0.004461,130.081015
0.002767,25.579513
0.000937,-87.222059
-0.000937,-202.835927
-0.002767,-315.637499
-0.004461,-347.513201
-0.005939,-358.447296
-0.007127,-367.243363
-0.007969,-373.473477
-0.008424,-376.834542
-0.008468,-377.163045
-0.008100,-354.496027
-0.007339,-307.527216
-0.006220,-238.541636
-0.004799,-150.895422
-0.003144,-48.852544
-0.001336,62.622632
0.000805,194.645796
0.003575,340.951516
0.006171,360.162154
0.008466,377.151338
0.010350,391.092547
0.011731,401.307544
0.012540,407.299371
0.012740,408.776527
0.012320,382.865042
0.011300,319.993028
0.009731,223.219194
0.007688,97.251569
0.005272,-51.781547
0.002598,-216.629723
-0.000201,-315.989432
-0.002991,-336.634180
-0.005635,-356.202105
-0.008006,-373.741230
-0.009986,-388.398282
-0.011481,-399.460197
-0.012417,-406.388815
-0.012750,-408.847061
-0.012462,-391.082728
-0.011567,-335.932912
-0.010110,-246.080641
-0.008161,-125.897210
-0.005815,18.770481
-0.003186,180.884379
-0.000402,311.521507
0.002401,332.267206
0.005088,352.148533
0.007527,370.198267
0.009600,385.538291
0.011206,397.422317
0.012267,405.272188
0.012731,408.706010
0.012575,399.128668
0.011808,351.824731
0.010467,269.095527
0.008616,154.965815
0.006346,14.987982
0.003767,-144.028077
0.001005,-307.060262
-0.001805,-327.860386
-0.004528,-348.010530
-0.007031,-366.530394
-0.009192,-382.518989
-0.010905,-395.198474
-0.012088,-403.951994
-0.012683,-408.353692
-0.012661,-406.984818
-0.012023,-367.632845
-0.010800,-292.212237
-0.009051,-184.392193
-0.006862,-49.418136
-0.004340,106.143472
-0.001606,274.724591
0.001608,326.398140
0.005279,353.563168
0.008693,378.827782
0.011684,400.962861
0.014107,418.891540
0.015843,431.741591
0.016809,438.887862
0.016957,439.982688
0.016280,398.233676
0.014811,307.643181
0.012621,172.618412
0.009818,-0.271703
0.006537,-202.616094
0.002937,-292.763724
-0.000805,-320.455748
-0.004508,-347.858026
-0.007992,-373.637443
-0.011086,-396.539834
-0.013642,-415.451005
-0.015534,-429.450929
-0.016670,-437.858513
-0.016995,-440.264730
-0.016494,-409.329631
-0.015190,-328.912610
-0.013146,-202.925939
-0.010464,-37.498845
-0.007272,159.320678
-0.003727,286.921926
-0.000000,314.500000
