e_true,Sigma_true
0.000000,0.000000
0.001370,84.491649
0.002674,164.872797
0.003847,237.232916
0.004833,298.051701
0.005584,344.370330
0.006064,373.935411
0.006248,385.308609
0.006129,377.936620
0.005711,352.178090
0.005015,309.286166
0.004076,251.347532
0.002938,181.180890
0.001657,102.199835
0.000296,18.246777
-0.001080,-66.593982
-0.002403,-148.194957
-0.003610,-222.586277
-0.004640,-286.148820
-0.005445,-335.790279
-0.005985,-369.095608
-0.006234,-384.444510
-0.006180,-381.090262
-0.005825,-359.196050
-0.005186,-319.827021
-0.004296,-264.898472
-0.003196,-197.082664
-0.001941,-119.678825
-0.000591,-36.452634
0.000787,48.546970
0.002127,131.184773
0.003364,207.440464
0.004437,273.604217
0.005294,326.457180
0.005893,363.428066
0.006206,382.718249
0.006217,383.389266
0.005926,365.408471
0.005346,329.650627
0.004506,277.855346
0.003447,212.542458
0.002220,136.889421
0.000885,54.576742
-0.000493,-30.391085
-0.001847,-113.880392
-0.003111,-191.829441
-0.004223,-260.446025
-0.005131,-316.391962
-0.005788,-356.945494
-0.006164,-380.133698
-0.006240,-384.828474
-0.006013,-370.801421
-0.005493,-338.734953
-0.004706,-290.189098
-0.003690,-227.525600
-0.002494,-153.793027
-0.001177,-72.578455
0.000395,24.334090
0.003124,192.641242
0.005701,351.576435
0.008001,493.407505
0.009912,535.848128
0.011340,546.418983
0.012217,552.907197
0.012500,554.997118
0.012174,534.913411
0.011256,478.307053
0.009790,387.931931
0.007849,268.184778
0.005525,124.891269
0.002932,-34.977397
0.000197,-203.643640
-0.002547,-372.901880
-0.005168,-500.744665
-0.007538,-518.277972
-0.009540,-533.097693
-0.011079,-544.482850
-0.012078,-551.879557
-0.012490,-554.927967
-0.012295,-542.859699
-0.011501,-493.906864
-0.010147,-410.451010
-0.008300,-296.552245
-0.006050,-157.751723
-0.003504,-0.802061
-0.000789,166.661170
0.001965,336.490919
0.004624,496.714389
0.007057,514.721956
0.009147,530.188935
0.010792,542.362860
0.011912,550.651474
0.012453,554.651536
0.012388,550.625770
0.011720,509.436242
0.010482,433.086813
0.008734,325.291869
0.006561,191.295611
0.004069,37.616931
0.001379,-128.267734
-0.001379,-298.288128
-0.004069,-464.172793
-0.006561,-511.048825
-0.008734,-527.128376
-0.010482,-540.063769
-0.011720,-549.225701
-0.012388,-554.168444
-0.012453,-554.651536
-0.011912,-521.317686
-0.010792,-452.245906
-0.009147,-350.796524
-0.007057,-221.905032
-0.004624,-71.841976
-0.001965,92.092106
0.001183,286.243817
0.005257,501.399288
0.009074,529.650227
0.012451,554.634321
0.015221,575.136099
0.017251,590.158153
0.018442,598.969663
0.018735,601.141951
0.018117,563.036827
0.016618,470.577982
0.014310,328.263521
0.011306,143.017014
0.007752,-76.149334
0.003821,-318.573123
-0.000296,-464.690341
-0.004399,-495.050265
-0.008287,-523.826625
-0.011773,-549.619456
-0.014686,-571.173944
-0.016884,-587.441466
-0.018261,-597.630610
-0.018749,-601.245678
-0.018326,-575.121659
-0.017011,-494.018988
-0.014868,-361.883296
-0.012002,-185.142956
-0.008552,27.603649
-0.004686,266.006439
-0.000592,458.119864
0.003531,488.628244
0.007482,517.865490
0.011069,544.409216
0.014117,566.968075
0.016479,584.444583
0.018039,595.988512
0.018721,601.038251
0.018493,586.953923
0.017365,517.389310
0.015392,395.728716
0.012670,227.890904
0.009332,22.041150
0.005540,-211.805995
0.001478,-451.559209
-0.002655,-482.147627
-0.006659,-511.780192
-0.010340,-539.015285
-0.013517,-562.527925
-0.016037,-581.174226
-0.017777,-594.047050
-0.018651,-600.520136
-0.018619,-598.507086
-0.017680,-540.636536
-0.015882,-429.723878
-0.013310,-271.164990
-0.010092,-72.673730
-0.006382,156.093341
-0.002362,404.006752
0.002364,479.997264
0.007763,519.945836
0.012784,557.099679
0.017183,589.651266
0.020746,616.016970
0.023299,634.914104
0.024719,645.423326
0.024937,647.033365
0.023941,585.637759
0.021781,452.416442
0.018561,253.850605
0.014438,-0.399564
0.009613,-297.964845
0.004320,-430.534889
-0.001184,-471.258453
-0.006629,-511.555921
-0.011752,-549.466827
-0.016304,-583.146815
-0.020062,-610.957360
-0.022844,-631.545483
-0.024515,-643.909578
-0.024993,-647.448132
-0.024255,-601.955340
-0.022338,-483.695015
-0.019333,-298.420499
-0.015388,-55.145360
-0.010694,234.295115
-0.005481,421.944008
-0.000000,462.500000
