e_true,Sigma_true
0.000000,0.000000
0.001425,87.871315
0.002781,171.467709
0.004001,246.722232
0.005027,309.973769
0.005808,358.145143
0.006306,388.892827
0.006498,400.720953
0.006374,393.054085
0.005939,366.265213
0.005216,321.657613
0.004239,261.401433
0.003056,188.428126
0.001724,106.287828
0.000308,18.976648
-0.001123,-69.257741
-0.002499,-154.122756
-0.003754,-231.489729
-0.004826,-297.594773
-0.005663,-349.221890
-0.006225,-383.859432
-0.006484,-399.822290
-0.006427,-396.333873
-0.006058,-373.563892
-0.005394,-332.620102
-0.004467,-275.494410
-0.003324,-204.965971
-0.002018,-124.465978
-0.000615,-37.910740
0.000819,50.488848
0.002212,136.432164
0.003498,215.738082
0.004614,284.548386
0.005506,339.515467
0.006129,377.965188
0.006454,398.026979
0.006466,398.724836
0.006163,380.024810
0.005560,342.836652
0.004686,288.969560
0.003584,221.044156
0.002309,142.364998
0.000920,56.759812
-0.000513,-31.606729
-0.001921,-118.435608
-0.003235,-199.502618
-0.004392,-270.863866
-0.005336,-329.047641
-0.006020,-371.223313
-0.006411,-395.339046
-0.006490,-400.221613
-0.006254,-385.633478
-0.005713,-352.284351
-0.004894,-301.796661
-0.003837,-236.626624
-0.002594,-159.944749
-0.001224,-75.481593
0.000410,25.307454
0.003249,200.346892
0.005929,365.639493
0.008321,513.143805
0.010308,557.282053
0.011794,568.275743
0.012706,575.023485
0.013000,577.197003
0.012661,556.309948
0.011706,497.439335
0.010182,403.449209
0.008163,278.912169
0.005746,129.886919
0.003050,-36.376493
0.000205,-211.789385
-0.002649,-387.817956
-0.005375,-520.774451
-0.007839,-539.009091
-0.009922,-554.421601
-0.011522,-566.262164
-0.012561,-573.954740
-0.012990,-577.125086
-0.012786,-564.574087
-0.011961,-513.663139
-0.010553,-426.869050
-0.008632,-308.414335
-0.006292,-164.061792
-0.003645,-0.834144
-0.000820,173.327617
0.002044,349.950556
0.004809,516.582964
0.007339,535.310834
0.009513,551.396492
0.011224,564.057375
0.012389,572.677533
0.012951,576.837598
0.012883,572.650801
0.012188,529.813692
0.010901,450.410286
0.009083,338.303544
0.006823,198.947435
0.004231,39.121608
0.001434,-133.398443
-0.001434,-310.219653
-0.004231,-482.739705
-0.006823,-531.490778
-0.009083,-548.213511
-0.010901,-561.666320
-0.012188,-571.194729
-0.012883,-576.335182
-0.012951,-576.837598
-0.012389,-542.170394
-0.011224,-470.335742
-0.009513,-364.828385
-0.007339,-230.781234
-0.004809,-74.715655
-0.002044,95.775791
0.001231,297.693570
0.005467,521.455260
0.009437,550.836236
0.012949,576.819694
0.015830,598.141543
0.017941,613.764479
0.019180,622.928449
0.019485,625.187629
0.018842,585.558300
0.017283,489.401101
0.014883,341.394062
0.011759,148.737694
0.008062,-79.195307
0.003974,-331.316048
-0.000308,-483.277955
-0.004575,-514.852275
-0.008619,-544.779690
-0.012244,-571.604235
-0.015273,-594.020902
-0.017559,-610.939124
-0.018991,-621.535835
-0.019499,-625.295505
-0.019059,-598.126525
-0.017691,-513.779748
-0.015463,-376.358628
-0.012482,-192.548674
-0.008894,28.707795
-0.004873,276.646697
-0.000616,476.444658
0.003672,508.173373
0.007781,538.580109
0.011512,566.185585
0.014682,589.646798
0.017138,607.822367
0.018761,619.828052
0.019470,625.079781
0.019233,610.432080
0.018060,538.084883
0.016008,411.557864
0.013177,237.006540
0.009706,22.922797
0.005762,-220.278235
0.001538,-469.621578
-0.002761,-501.433532
-0.006926,-532.251399
-0.010753,-560.575896
-0.014058,-585.029042
-0.016679,-604.421195
-0.018488,-617.808932
-0.019397,-624.540941
-0.019363,-622.447369
-0.018387,-562.261998
-0.016517,-446.912833
-0.013843,-282.011589
-0.010495,-75.580679
-0.006637,162.337075
-0.002456,420.167022
0.002459,499.197155
0.008073,540.743669
0.013295,579.383666
0.017870,613.237317
0.021575,640.657649
0.024231,660.310668
0.025708,671.240259
0.025934,672.914699
0.024899,609.063269
0.022652,470.513100
0.019303,264.004630
0.015016,-0.415546
0.009997,-309.883438
0.004492,-447.756284
-0.001231,-490.108791
-0.006894,-532.018157
-0.012222,-571.445500
-0.016956,-606.472688
-0.020864,-635.395654
-0.023758,-656.807302
-0.025495,-669.665961
-0.025993,-673.346058
-0.025225,-626.033554
-0.023231,-503.042816
-0.020106,-310.357319
-0.016004,-57.351174
-0.011122,243.666920
-0.005700,438.821769
-0.000000,481.000000
