e_true,Sigma_true
-2.75E-06,-0.01027987
-2.56E-06,-0.048110201
-3.71E-06,-0.007824532
-3.71E-06,0.003218989
-2.16E-06,-0.061574347
-3.00E-06,0.02514389
-2.07E-06,-0.039384489
-3.43E-06,0.009241437
-3.26E-06,-0.002044977
-4.24E-06,0.032044523
-3.38E-06,-0.014114145
-3.13E-06,0.013136114
-2.68E-06,-0.044331131
-4.48E-06,0.002617638
-3.33E-06,-0.025627344
-2.89E-06,0.012208447
-3.48E-06,-0.021337326
-3.56E-06,0.007848739
-1.71E-06,-0.019225714
0.000206109,46.85166256
0.00041737,93.47719316
0.000629508,140.0079833
0.000848819,187.1245238
0.00089419,196.6309907
0.001116467,234.4924821
0.001279089,265.9038784
0.001369426,280.0070002
0.001749927,327.1815069
0.002161252,359.4599555
0.002271563,361.4150624
0.003034185,360.8237647
0.003706876,357.7215001
0.005408884,360.9135842
0.008092883,361.1575665
0.009042435,364.0512422
0.009977666,370.934397
0.009991517,371.030624
0.009681672,300.1916451
0.008520477,78.01266962
0.007999772,-9.857889872
0.007618897,-63.48602888
0.007202419,-108.5186259
0.006616092,-155.1711328
0.006018464,-190.7301209
0.005225828,-226.4457838
0.004209937,-260.6041763
0.002982992,-291.822209
0.001411023,-322.2436604
-0.000193279,-346.2099887
-0.002309435,-370.6216614
-0.004342151,-388.9113501
-0.006530361,-403.9541799
-0.009963235,-422.7826818
-0.009977363,-422.6929696
-0.009546813,-321.9131674
-0.008343106,-91.62751163
-0.007633675,31.8771124
-0.007129141,99.20650538
-0.006520006,158.8046943
-0.005852765,205.3248098
-0.00506675,244.348251
-0.004130408,277.7264516
-0.002849298,310.0720767
-0.001946973,327.324184
-0.001014955,342.2257249
3.61E-05,356.4866309
0.001205227,369.9214028
0.002612878,383.662862
0.003958613,395.0345357
0.006839643,414.5836219
0.010557481,433.8211157
0.014703252,450.7387191
0.019981915,469.028903
0.01999541,469.0977077
0.019536425,369.4376326
0.017870589,66.13897866
0.017198539,-43.48331152
0.016701293,-106.3011512
0.016000144,-171.1985453
0.015156412,-225.1132488
0.014119528,-269.9570512
0.013556831,-288.2420251
0.012875558,-306.4932736
0.012103807,-323.3745823
0.011214221,-339.585029
0.010324253,-353.2485929
0.009089173,-368.8523081
0.00770744,-383.4306795
0.006320736,-395.727843
0.004456866,-409.9171355
0.002782513,-420.8321362
-0.001069065,-441.5751656
-0.006036638,-462.8086011
-0.012820373,-486.1966897
-0.019942926,-507.941209
-0.019972029,-507.8691576
-0.019994198,-501.8506164
-0.019412764,-378.9568693
-0.017860333,-85.71893951
-0.017159888,34.54635015
-0.016390039,131.8418185
-0.015577535,203.6108559
-0.014630365,260.1141967
-0.014111684,282.8988389
-0.013501939,304.596853
-0.012771755,325.4757249
-0.012072431,341.4891556
-0.011161598,358.4604224
-0.010023641,375.2710983
-0.008812195,389.5456407
-0.007539887,401.8364301
-0.006242052,412.3054818
-0.004537704,423.959108
-0.000551035,445.0586881
0.002461298,457.672649
0.007371716,474.0756888
0.013029745,489.7751904
0.019978611,506.7436691
0.02017303,514.7996064
0.020443488,517.8214864
0.020596328,517.7602056
0.020920959,518.7170143
0.02410538,528.1640691
0.028786278,538.3683371
0.029558928,539.9573649
0.029931801,539.9835905
0.030107354,534.6326619
0.030136718,527.4198268
0.029582628,406.0829206
0.027583448,45.43747471
0.026628194,-96.03404008
0.026099708,-154.5521572
0.025441417,-209.1178451
0.024820135,-248.0360002
0.023748441,-296.7626106
0.023295439,-312.5114346
0.022448973,-337.2789401
0.021618973,-356.3944496
0.020825551,-371.7636724
0.019638622,-390.5649291
0.018443886,-405.7639477
0.017254833,-418.392395
0.015659406,-432.602752
0.013683117,-446.7403086
0.012108616,-456.4317077
0.009725138,-468.9362956
0.006928689,-481.2099083
0.003765104,-493.2818786
0.000165711,-505.0687943
-0.008263331,-528.2926555
-0.028976509,-578.0053114
-0.029790266,-579.5824724
-0.029992242,-573.2457621
-0.030058211,-559.8818361
-0.029938513,-507.10186
-0.027574619,-51.76594208
-0.027032826,40.03860164
-0.026140743,154.7877804
-0.025600875,206.4686935
-0.025034032,249.7382629
-0.024458248,284.6466444
-0.023888389,312.3696413
-0.023341246,333.6292781
-0.022363503,363.2187336
-0.021474045,383.9400074
-0.020598358,400.1252654
-0.01931758,418.788913
-0.018066055,432.9628023
-0.016417602,447.814193
-0.014769438,459.6437907
-0.012721717,471.6802262
-0.010288591,483.2815226
-0.007445796,494.3476096
-0.00461686,503.7446085
-0.001013213,514.1359021
0.003402141,524.8629685
0.01411681,545.9567055
0.028616288,569.6917508
0.037521372,582.3926087
0.039832085,585.3524207
