e_true,Sigma_true
0.000000,0.000000
0.001261,77.732317
0.002460,151.682973
0.003539,218.254283
0.004447,274.207565
0.005138,316.820703
0.005579,344.020578
0.005748,354.483920
0.005638,347.701690
0.005254,324.003843
0.004614,284.543273
0.003750,231.239729
0.002703,166.686419
0.001525,94.023848
0.000272,16.787035
-0.000994,-61.266463
-0.002211,-136.339361
-0.003321,-204.779375
-0.004269,-263.256914
-0.005010,-308.927057
-0.005507,-339.567959
-0.005735,-353.688949
-0.005685,-350.603041
-0.005359,-330.460366
-0.004771,-294.240859
-0.003952,-243.706594
-0.002940,-181.316051
-0.001785,-110.104519
-0.000544,-33.536424
0.000724,44.663212
0.001957,120.689991
0.003095,190.845227
0.004082,251.715880
0.004870,300.340605
0.005422,334.353820
0.005710,352.100789
0.005720,352.718124
0.005451,336.175793
0.004918,303.278577
0.004145,255.626918
0.003171,195.539061
0.002042,125.938268
0.000814,50.210603
-0.000453,-27.959798
-0.001699,-104.769961
-0.002862,-176.483085
-0.003886,-239.610343
-0.004720,-291.080605
-0.005325,-328.389854
-0.005671,-349.723002
-0.005741,-354.042196
-0.005532,-341.137307
-0.005054,-311.636157
-0.004329,-266.973970
-0.003394,-209.323552
-0.002294,-141.489585
-0.001083,-66.772178
0.000363,22.387363
0.002874,177.229942
0.005245,323.450320
0.007361,453.934905
0.009119,492.980278
0.010433,502.705465
0.011240,508.674621
0.011500,510.597349
0.011200,492.120338
0.010356,440.042489
0.009007,356.897377
0.007221,246.729996
0.005083,114.899967
0.002698,-32.179205
0.000182,-187.352148
-0.002344,-343.069730
-0.004755,-460.685091
-0.006935,-476.815735
-0.008777,-490.449878
-0.010192,-500.924222
-0.011112,-507.729193
-0.011491,-510.533730
-0.011311,-499.430923
-0.010581,-454.394315
-0.009336,-377.614929
-0.007636,-272.828065
-0.005566,-145.131585
-0.003224,-0.737897
-0.000726,153.328277
0.001808,309.571646
0.004254,456.977238
0.006492,473.544199
0.008415,487.773820
0.009929,498.973832
0.010959,506.599356
0.011457,510.279413
0.011397,506.575709
0.010782,468.681343
0.009643,398.439868
0.008035,299.268519
0.006036,175.991962
0.003743,34.607577
0.001268,-118.006315
-0.001268,-274.425078
-0.003743,-427.038970
-0.006036,-470.164919
-0.008035,-484.958106
-0.009643,-496.858668
-0.010782,-505.287645
-0.011397,-509.834969
-0.011457,-510.279413
-0.010959,-479.612271
-0.009929,-416.066234
-0.008415,-322.732802
-0.006492,-204.152630
-0.004254,-66.094618
-0.001808,84.724738
0.001089,263.344312
0.004836,461.287345
0.008348,487.278209
0.011455,510.263575
0.014003,529.125211
0.015871,542.945500
0.016966,551.052090
0.017237,553.050595
0.016668,517.993881
0.015289,432.931743
0.013166,302.002439
0.010402,131.575652
0.007132,-70.057387
0.003515,-293.087273
-0.000272,-427.515114
-0.004047,-455.446244
-0.007624,-481.920495
-0.010831,-505.649900
-0.013511,-525.480028
-0.015533,-540.446148
-0.016800,-549.820161
-0.017249,-553.146023
-0.016860,-529.111926
-0.015650,-454.497469
-0.013678,-332.932632
-0.011042,-170.331520
-0.007868,25.395357
-0.004311,244.725924
-0.000545,421.470275
0.003248,449.537984
0.006883,476.436251
0.010183,500.856479
0.012988,521.610629
0.015161,537.689017
0.016596,548.309431
0.017224,552.955191
0.017014,539.997609
0.015976,475.998165
0.014161,364.070419
0.011657,209.659632
0.008586,20.277858
0.005097,-194.861515
0.001360,-415.434473
-0.002443,-443.575817
-0.006127,-470.837776
-0.009513,-495.894062
-0.012436,-517.525691
-0.014754,-534.680288
-0.016354,-546.523286
-0.017159,-552.478525
-0.017129,-550.626519
-0.016266,-497.385613
-0.014611,-395.345968
-0.012246,-249.471791
-0.009284,-66.859832
-0.005871,143.605874
-0.002173,371.686212
0.002175,441.597483
0.007142,478.350169
0.011761,512.531705
0.015808,542.479165
0.019086,566.735613
0.021435,584.120976
0.022742,593.789460
0.022942,595.270695
0.022026,538.786738
0.020039,416.223127
0.017076,233.542557
0.013283,-0.367599
0.008844,-274.127657
0.003974,-396.092098
-0.001089,-433.557777
-0.006099,-470.631447
-0.010812,-505.509481
-0.014999,-536.495070
-0.018457,-562.080771
-0.021016,-581.021844
-0.022554,-592.396811
-0.022994,-595.652282
-0.022315,-553.798913
-0.020551,-444.999414
-0.017786,-274.546859
-0.014157,-50.733731
-0.009839,215.551506
-0.005042,388.188488
-0.000000,425.500000
