e_true,Sigma_true
-1.08E-05,0.05592851
-1.10E-05,-0.022523324
-1.09E-05,0.020110508
-1.19E-05,-0.015096563
-1.00E-05,0.040235135
-1.06E-05,-0.034517562
-1.15E-05,0.014383106
-1.16E-05,-0.008376834
0.000190913,41.63563777
0.000397571,83.70836964
0.000602131,125.2500651
0.000805119,166.8549711
0.001010313,208.8987685
0.001222183,251.0454717
0.001448675,292.3161683
0.001829415,340.0718416
0.002342781,382.630046
0.002391657,383.8545743
0.002427355,383.2951463
0.00253413,367.6789543
0.00272547,361.901571
0.003247902,358.6238064
0.007901467,364.7030122
0.009996339,374.5704765
0.008641407,119.2566066
0.007526905,-49.01954112
0.007060351,-98.79373492
0.006502536,-142.7611814
0.005799645,-183.850013
0.005081037,-215.704833
0.003945086,-253.5451574
0.00264401,-285.5419237
0.001071369,-315.0036831
-0.000654423,-340.4955131
-0.002487032,-362.3098973
-0.004640603,-382.0744996
-0.0099739,-416.2388164
-0.009988971,-416.1935197
-0.00826615,-87.44099072
-0.007293378,61.41580533
-0.006776799,119.8964673
-0.006185541,170.497976
-0.005564763,209.822632
-0.004884423,242.1454647
-0.003904456,276.5985271
-0.002669041,307.8254351
-0.00122485,334.6709443
0.000396631,357.5430239
0.004362946,396.3915009
0.009991948,428.9091665
0.009106753,254.2890772
0.007900205,48.73036742
0.007099156,-71.65146194
0.006507947,-139.5827369
0.005997615,-183.5346686
0.00542855,-221.0553207
0.004711012,-256.4918061
0.003799039,-289.5755521
0.002630568,-320.3601938
0.001177746,-348.344579
-0.000410671,-371.2803657
-0.002470482,-393.6943946
-0.004668455,-412.0483777
-0.009986791,-442.4334458
-0.009442941,-326.1072394
-0.008109398,-83.44959952
-0.007117511,71.09791169
-0.006570558,135.309163
-0.006054053,182.3851037
-0.005403214,226.9467866
-0.004678166,263.7795296
-0.00377391,297.1384684
-0.002673473,326.4747724
-0.001349668,352.1477594
0.000377466,376.6898809
0.002324952,397.1879243
0.004657007,415.6212598
0.009989331,443.9831583
0.00922936,289.8589014
0.007923089,66.65709798
0.007029089,-71.69675501
0.006512837,-134.4297874
0.005940844,-187.3142284
0.005372914,-227.0006014
