e_true,Sigma_true
1.87E-06,0.037169047
2.17E-06,-0.036016606
2.54E-06,0.026294683
1.88E-06,-0.011713617
1.66E-06,0.009378105
1.90E-06,-0.00424388
1.40E-06,0.02324794
2.43E-06,-0.016932697
0.000192959,40.18260542
0.000386981,80.22486087
0.000579027,120.2919896
0.000771607,160.3105953
0.000969913,200.7966169
0.001163168,239.6051215
0.001387199,280.8440578
0.001994669,343.2003967
0.002389287,371.1946396
0.002513199,373.8503012
0.002637743,372.2191646
0.002937592,356.1522786
0.003233706,346.5051825
0.003755503,342.2921802
0.008109661,349.8683201
0.009982118,357.6315421
0.00956724,265.0140936
0.008643152,97.15615465
0.007622349,-54.52254458
0.007149607,-102.7278515
0.006591937,-144.2394997
0.005948499,-180.4116296
0.005201502,-212.6375914
0.004380331,-240.278847
0.003393083,-266.4955404
0.002329717,-289.1776734
0.001116901,-310.449056
-0.000261787,-330.3615044
-0.001674689,-347.3691539
-0.00334276,-363.6105195
-0.004970459,-376.2562547
-0.0049852,-376.372053
-0.004280462,-225.6626959
-0.002991683,7.110753546
-0.002263376,103.5300337
-0.001493681,172.6873632
-0.000979275,206.0911564
-0.000408719,234.9864635
0.000192036,258.9230081
0.00097206,283.4664012
0.001827077,305.0505671
0.002711601,323.2467265
0.003773917,341.1683066
0.004982856,357.4829388
0.004998616,357.7099261
0.004097125,177.1260043
0.002656092,-69.32168348
0.001752039,-175.0570878
0.001195177,-218.0541562
0.000593828,-253.1588843
-0.000187224,-287.722571
-0.001073075,-317.0133532
-0.002200985,-344.688068
-0.003374414,-365.6331608
-0.004488749,-379.8889045
-0.005906921,-391.9653475
-0.007734804,-402.4923424
-0.009974484,-413.0177923
-0.009989879,-413.0948246
-0.009469249,-299.3901461
-0.008126667,-51.45339204
-0.007505565,44.56070659
-0.006942337,111.1784072
-0.006184185,175.5417333
-0.005367191,222.9884662
-0.004370282,262.3024787
-0.003164308,295.3089054
-0.002307303,312.9797999
-0.001404827,328.4192781
0.000830849,357.5821873
0.003376948,381.290821
0.006078982,399.6519448
0.008523663,412.5218798
0.01128419,424.4717523
0.019982844,454.2597666
0.020199862,462.8847135
0.020473307,465.1419901
0.02062143,465.2613142
0.028848425,491.6606929
0.029629111,494.0348307
0.029994855,492.7913231
0.0301183,487.0330278
0.030125868,479.7445682
0.029986459,443.5728662
0.028545819,179.4676703
0.02749462,12.23515652
0.02649403,-112.5378239
0.025922326,-162.8610855
0.024747276,-233.2297021
0.023753273,-272.3232067
0.022482506,-307.2784985
0.02088691,-338.5095862
0.019298029,-361.0798274
0.017706783,-378.6205636
0.016114378,-392.8921414
0.015718605,-396.1992945
0.015325679,-399.1737776
0.015019123,-397.2347174
0.014938678,-387.4476528
0.015030075,-355.4510428
0.016448503,-84.0023772
0.01673364,-30.65187563
0.017719886,128.0571695
0.018576118,231.1443125
0.019593297,310.4688908
0.020112424,338.8033745
0.021094832,378.6764157
0.021971767,404.255038
0.022807624,422.9616362
0.024047904,443.8918246
0.024846029,453.8160421
0.025041672,450.7756378
0.025089091,441.4326033
0.024568546,330.9135701
0.022726631,7.132749673
0.021827894,-120.118635
0.020025425,-265.0297702
0.019029669,-309.0406504
0.018160556,-337.135051
0.016919658,-367.0099796
0.015698782,-387.1511023
0.014499362,-400.7175289
0.013305849,-410.314912
0.011718941,-420.1601913
0.006950219,-443.2282232
0.005766316,-448.0271363
0.005371686,-449.6879013
0.005021227,-447.7596118
0.004936427,-441.3661591
0.00512785,-381.5587703
0.007075375,-14.70630057
0.008213543,150.0897154
0.00868762,200.8991338
0.009731197,278.7893557
0.010266287,306.4721569
0.011263069,344.335981
0.01216238,368.9417724
0.012996876,386.6809461
0.014222284,406.8393477
0.015843407,426.5517179
0.017843905,444.1956105
0.019423361,454.8163035
0.019814712,457.2159616
0.020065211,453.7127163
0.020120968,448.0409763
0.019992028,411.2857808
0.018661473,162.5825767
0.017109479,-89.42505301
0.016663929,-145.1549257
0.01608132,-201.1287425
0.014848273,-279.7685701
0.014312226,-302.6381576
0.013421686,-332.8249887
0.01260605,-354.5735622
0.011786338,-372.1893977
0.010570747,-392.5692908
0.00894816,-413.0695754
0.007345355,-427.7510948
0.005360524,-441.319143
0.001361986,-459.4522599
-0.003844724,-476.7120112
-0.004645382,-479.035357
-0.004986712,-476.4670959
-0.005069111,-469.9897442
-0.004766262,-386.4950599
-0.00310947,-76.41538098
-0.002790982,-19.81031125
-0.001603434,143.9153482
-0.001103584,193.2796485
-2.85E-05,257.9954027
-2.85E-06,257.8125004
-0.00013531,216.056248
-0.001563099,-58.0713315
-0.001725928,-89.49833222
-0.002435543,-213.9935772
-0.00290803,-286.0053448
-0.004026529,-407.7289914
-0.004562289,-445.2327338
-0.005130924,-469.5372678
-0.005703311,-478.9495148
-0.00618286,-481.2316391
-0.007015012,-483.9990886
-0.023655937,-524.9688818
-0.024066249,-525.9649733
-0.024482701,-527.0804939
-0.024890783,-527.0727325
-0.025051952,-519.6744034
-0.025077849,-513.9239657
-0.024965769,-472.2458836
-0.023758971,-240.025263
-0.022861889,-82.06853961
-0.022543619,-28.62990808
-0.022219131,20.67428218
-0.021291182,132.5940877
-0.02002936,223.1068643
-0.020007251,222.9968032
-0.02000539,207.6006978
-0.020289115,148.2675598
-0.021743928,-126.7687925
-0.023021076,-334.4206112
-0.024052727,-450.3354805
-0.024609366,-491.99696
-0.02520841,-518.6210569
-0.025802358,-527.2489091
-0.026281759,-529.3578322
-0.026707678,-530.4141269
-0.028764669,-534.7192053
-0.029186477,-535.2686865
-0.029597602,-535.9557883
-0.029963188,-533.6874784
-0.030066224,-526.6376537
-0.030072173,-515.3751623
-0.029763011,-441.5091396
-0.027402523,-17.26142613
-0.026084437,144.4416157
-0.024998815,226.8620928
-0.023913494,280.3890414
-0.02340439,299.1036343
-0.022446338,326.910168
-0.021580158,346.5749681
-0.020302403,369.0875733
-0.018619656,391.0570932
-0.016544104,410.8696629
-0.013693825,430.9320218
-0.010833353,446.2831387
-0.005987513,466.1821405
4.57E-05,484.8837937
0.004046994,495.1338869
0.004841996,497.0833172
0.005094514,492.455412
0.005146289,485.3209666
0.004987221,443.0941421
0.004376284,324.2287567
0.002566308,6.155561796
0.002245598,-43.54800074
0.001616121,-132.4744145
