e_true,Sigma_true
-5.62E-07,0.070582988
-2.36E-07,-0.115127262
9.07E-07,0.021730434
-1.64E-07,-0.000358477
-3.79E-07,0.020132209
1.20E-06,-0.08165879
0.000225326,47.14469474
0.00045076,93.75882698
0.000677487,140.8495115
0.000909327,187.946215
0.001143356,235.2194284
0.001303434,266.8096981
0.001379685,280.9052157
0.001750127,328.3902601
0.001936093,335.618199
0.002356466,340.058968
0.002627611,340.6448493
0.003122136,340.0342166
0.003661479,340.9800409
0.004093891,341.8391253
0.004976441,342.4236288
0.005004508,342.5362174
0.004068136,155.5372222
0.003107706,-9.222284364
0.002402949,-98.65177378
0.001585643,-168.240631
0.000908943,-211.1635697
0.000157809,-248.62574
-0.000667694,-281.6358213
-0.001734518,-316.2289148
-0.002277724,-329.967385
-0.00263792,-336.0298811
-0.003480503,-342.9075926
-0.004958233,-351.6374242
-0.004989166,-351.9005323
-0.004009574,-150.618187
-0.002893779,38.47329709
-0.001909823,143.2339699
-0.001306234,185.3781954
-0.00073435,216.6456077
4.73E-05,250.4845572
0.001068847,284.816123
0.002146923,312.77774
0.003225058,333.6904584
0.004644345,353.4589978
0.005987918,367.066853
0.007716035,378.7443285
0.009976622,390.6934789
0.009992713,390.7848737
0.009274131,247.1760999
0.007590833,-31.79461508
0.00677922,-123.6774024
0.0062537,-164.2580862
0.00561123,-201.7557362
0.00456416,-245.34188
0.003383559,-279.9265421
0.001856188,-312.2950215
2.64E-05,-341.0779084
1.20E-05,-341.3674187
0.000658472,-205.1259344
0.002017557,40.83834975
0.002740618,141.3164701
0.003568935,219.5921969
0.004631864,283.2487021
0.005290181,310.7234792
0.006097187,336.7221243
0.006857244,355.6060461
0.007842051,374.1718339
0.008912349,388.7222631
0.009983143,398.4365126
0.009997975,398.5979804
0.009488527,293.3695235
0.008000192,34.94802346
0.007124855,-90.33306949
0.006320954,-165.3383038
0.005288208,-226.9171592
0.004674652,-253.1273051
0.003882907,-279.8323964
0.003016565,-303.1252092
0.002207552,-320.9199555
0.001068713,-340.7881724
3.24E-05,-355.2606181
2.31E-06,-355.6535943
0.001421909,-76.53176601
0.0026713,123.0995275
0.00316644,178.1199701
0.003769211,227.844235
0.004413159,267.6690926
0.005175961,303.0526138
0.006176131,336.8402553
0.007339721,364.8601575
0.00853131,385.1023008
0.00984088,400.2358471
0.011027142,408.7712644
0.01252601,416.0742057
0.016146752,430.105139
0.019977778,443.5421511
0.019993074,443.5866186
0.019544185,346.4590335
0.017950743,72.24141917
0.01692612,-72.22598543
0.016186204,-143.71611
0.015135036,-209.6281637
0.014541943,-235.6150766
0.013757453,-262.8173118
0.012897884,-285.6387598
0.012009293,-304.6722352
0.011044882,-321.4437269
0.010035631,-336.1299078
0.010005403,-336.4640566
0.01061272,-209.2644928
0.012151641,67.33396281
0.012941187,177.8548897
0.013832457,264.2879257
0.014293336,297.0985414
0.014930178,332.4857918
0.015537251,358.3578542
0.016262515,382.4261836
0.017163081,404.6956607
0.018033912,420.4577964
0.018976039,432.7115697
0.019976874,441.2382568
0.019991732,441.3364209
0.019307154,301.311254
0.017713926,31.14105745
0.016954895,-73.99925842
0.016125975,-154.8178781
0.015075127,-221.1007016
0.014422515,-250.1221129
0.013770888,-273.4339614
0.013016564,-295.2261709
0.012126435,-315.7025925
0.010985516,-336.0610949
0.010019088,-349.311233
0.010003294,-349.4976524
0.010002957,-335.0956088
0.01128333,-89.03491414
0.012697407,141.8699334
0.013247535,205.2548787
0.013856518,258.8745191
0.014509974,302.1150214
0.015235922,338.0332645
0.01618179,371.9464225
0.017200506,398.2089219
0.017864478,411.4478672
0.0185423,422.3187604
0.019293787,431.8272519
0.019985575,438.4747507
0.020127804,445.2038904
0.02036308,450.0792497
0.02050995,450.8352533
0.020821233,452.9846383
0.022230528,461.2274801
0.024306381,469.4161677
0.028961812,483.4988186
0.029341998,484.5080952
0.029725706,485.8098926
0.030029714,482.8751734
0.030119092,477.5617754
0.029723351,384.4668222
0.027570657,20.9561351
0.026567476,-104.4986453
0.026044575,-152.2636381
0.024857713,-224.7065803
0.023829571,-265.0336205
0.022968438,-290.0308521
0.021767954,-317.2555733
0.02096231,-331.804774
0.020568158,-338.0912616
0.020178442,-343.4738903
0.02000097,-339.9781907
0.020077497,-293.352008
0.021555151,-14.89743417
0.02290325,192.0717368
0.023790133,284.6494073
0.024776189,353.1356036
0.025272255,378.4354465
0.026228471,414.5365898
0.027110032,438.6273704
0.02835387,462.2520958
0.029167301,473.0503777
0.029568638,476.8454218
0.0299336,478.2682523
0.030077678,474.2591382
0.030106891,468.876433
0.029999173,437.0774058
0.0291889,284.4699617
0.027560417,14.80618298
0.026561213,-111.6184895
0.026003091,-162.3873816
0.024820946,-235.3995088
0.023805883,-276.8151613
0.022949985,-303.0298032
0.0217532,-331.3031789
0.02094483,-346.0658733
0.020544562,-352.3152669
0.020152124,-357.0619981
0.019991814,-352.955601
0.019949758,-345.9324983
0.02026126,-272.5454501
0.021715597,-2.445302451
0.022745452,157.5141854
0.02361402,254.4622825
0.024107688,296.0145269
0.025094096,356.096247
0.025595027,378.9207285
0.026514363,410.9906086
0.027380936,433.8010882
0.028608187,457.3232244
0.029817622,472.9252023
0.031034945,482.4351641
0.032603396,489.3962013
0.034545005,495.5453244
0.037998585,504.5894683
0.039165862,507.4990158
0.039549064,508.4014814
0.039925247,508.5969117
0.040102402,503.4019157
0.040128459,496.0858937
0.039759071,411.949576
0.037664002,58.42528034
0.036316554,-111.6337312
0.03461889,-226.7917097
0.033649999,-265.5655528
0.032778172,-291.7597556
0.031587648,-319.6315828
0.030799673,-334.4546597
0.030405702,-340.9308974
0.030071472,-343.0691515
0.029980605,-338.9138846
0.029954277,-332.391642
0.030059204,-296.2502824
0.031694228,8.727555078
0.032706349,166.952123
0.033530396,263.9476446
0.03399753,307.1139175
0.034958594,373.545338
0.035456494,398.7068346
0.036378397,434.494609
0.037250043,459.2226599
0.03806881,476.7326134
0.03887536,489.5796139
0.039290795,494.6639863
0.039703564,498.6919512
0.040011684,497.4197744
0.040105265,486.6731241
0.039587404,376.0218968
0.037759901,67.86049795
0.036451982,-104.3839029
0.035924498,-153.2891818
0.034773776,-227.737618
0.033787653,-271.0231908
0.032903433,-300.1016186
0.031710763,-330.2958555
0.030922608,-345.6685428
0.030520958,-352.4941965
0.03013666,-357.0872245
0.029991367,-352.9327636
0.029957893,-349.3743594
0.030043272,-318.7084508
0.031602856,-26.1107182
0.032930174,179.3033562
0.033806732,273.6935912
0.034758518,344.9801229
0.035256537,373.0002485
0.036199799,413.2721267
0.036637755,428.0411778
0.037490267,451.7197497
0.038300858,469.294948
0.039101947,482.7760579
0.03992763,492.9244048
0.040722754,499.4234209
0.041515054,504.0205555
0.042679203,508.5829489
0.046880252,519.4401233
0.055626962,537.9887194
0.063928089,553.2317029
0.069540599,562.4639491
0.075865975,571.8035859
0.080683931,578.3257584
0.089140965,588.6564543
0.097889304,598.1015396
0.099344267,599.528781
0.099707243,599.9126251
0.100040524,597.9723302
0.100157804,590.7541229
0.099729416,487.1915005
0.098147288,217.152084
0.097002354,42.41584002
0.095553261,-126.8713273
0.094030924,-237.9507632
0.092755141,-296.2375512
0.09198197,-323.121393
0.091234497,-344.4530364
0.090868029,-353.4889183
0.090499668,-362.2179484
0.090144069,-368.0697443
0.090015563,-365.1374752
0.090068625,-319.1813398
0.09170985,-18.94351892
0.093374087,234.3097524
0.094602411,368.6766289
0.0954558,434.8392958
0.095896301,462.1510778
0.097152346,520.2085397
0.097950266,545.9460367
0.098732559,564.2999229
0.099117339,571.2992613
0.099515579,577.1731917
0.099897889,580.4344768
0.100064587,576.3873484
0.100103199,571.1887784
0.099999525,537.7492115
0.099132809,375.3200776
0.096845251,15.00943368
0.095779126,-110.4453922
0.094805288,-195.1194725
0.093793343,-258.2294297
0.092966267,-297.6455374
0.092182873,-327.9313195
0.091064917,-361.2951894
0.090690058,-370.4829179
0.090048465,-379.2550173
0.089969973,-369.2868573
0.090108529,-331.7817185
0.091919914,-2.741188784
0.093310646,206.074603
0.094555089,341.4580733
0.095836491,434.3457739
0.097093834,494.4666995
0.097883834,522.2549282
